Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.01,1.61,2.22,2.79,2.76,4.11,0.57,2.33,1.63,5.44,2.63,4.61,5.26
1.92,1.55,2.21,2.92,2.72,4.64,0.6,2.31,1.67,6.36,2.64,4.78,5.2
1.96,1.61,2.24,2.84,2.88,4.72,0.65,2.36,1.64,6.22,2.66,4.75,5.55
2.19,1.79,2.55,3.38,3.35,5.63,0.65,2.67,1.85,7.69,3.17,6.14,7.16
2.19,1.79,2.58,3.28,3.33,5.55,0.64,2.69,1.85,7.75,3.19,6.18,7.16
2.05,1.71,2.39,3.13,3.08,4.99,0.68,2.54,1.73,6.54,2.96,5.51,6.31
2.04,1.69,2.34,3.03,3.1,4.93,0.66,2.49,1.66,6.28,2.91,5.38,6.05
2.06,1.7,2.44,3.15,3.21,4.99,0.69,2.58,1.74,6.59,3.01,5.55,6.28
2.06,1.7,2.42,3.19,3.24,5.05,0.55,2.53,1.75,6.69,3.04,5.47,6.22
2.08,1.73,2.5,3.21,3.28,5.07,0.56,2.55,1.77,6.94,3.1,5.74,6.54
1.91,1.6,2.21,2.84,2.85,4.43,0.51,2.35,1.65,5.47,2.71,4.64,5.24
2.06,1.75,2.42,3.17,3.24,5.2,0.54,2.58,1.79,6.94,3.08,5.81,6.74
2.08,1.7,2.38,3.08,3.1,4.93,0.54,2.5,1.74,6.5,2.96,5.47,6.22
1.99,1.61,2.38,3.06,3.17,4.69,0.65,2.42,1.75,6.45,2.94,5.4,6.18
2.0,1.69,2.41,3.11,3.11,5.01,0.68,2.53,1.8,6.64,2.94,5.4,6.22
2.06,1.7,2.44,3.19,3.17,4.89,0.68,2.54,1.79,6.5,3.01,5.59,6.22
1.94,1.71,2.45,3.08,3.08,4.89,0.68,2.53,1.8,6.59,2.94,5.38,6.18
2.01,1.7,2.44,3.08,3.2,5.05,0.68,2.51,1.8,6.59,2.99,5.51,6.22
1.94,1.64,2.28,2.92,3.05,4.56,0.66,2.41,1.71,6.01,2.83,5.07,5.81
2.1,1.71,2.4,2.99,2.67,4.86,0.7,2.5,1.75,6.28,2.71,5.4,6.31
2.06,1.7,2.45,3.2,3.21,5.18,0.68,2.54,1.71,6.74,3.05,5.55,6.36
2.05,1.74,2.46,3.21,3.14,5.1,0.68,2.56,1.8,6.64,3.01,5.59,6.31
1.96,1.64,2.3,2.96,2.96,4.66,0.69,2.41,1.74,5.85,2.8,5.01,5.63
1.91,1.61,2.28,2.84,2.83,4.4,0.65,2.3,1.66,5.81,2.74,4.78,5.4
1.88,1.6,2.21,2.76,2.75,4.4,0.65,2.31,1.69,5.55,2.71,4.69,5.3
1.86,1.52,2.15,2.74,2.74,4.11,0.63,2.22,1.61,5.24,2.63,4.38,4.86
1.91,1.6,2.24,2.85,2.84,4.35,0.65,2.3,1.67,5.51,2.71,4.64,5.2
1.96,1.58,2.29,2.83,2.84,4.35,0.65,2.29,1.66,5.69,2.74,4.64,5.26
1.92,1.6,2.29,2.9,2.9,4.45,0.66,2.38,1.74,5.74,2.79,4.84,5.44
1.9,1.61,2.3,2.75,2.85,4.43,0.65,2.3,1.7,5.63,2.75,4.75,5.4
1.85,1.6,2.24,2.76,2.9,4.32,0.57,2.26,1.69,5.47,2.63,4.61,5.2
1.88,1.6,2.15,2.8,2.91,4.35,0.6,2.19,1.59,5.69,2.46,4.61,5.51
1.91,1.6,2.2,2.92,2.96,4.53,0.6,2.21,1.6,5.97,2.5,4.78,5.63
1.98,1.63,2.2,2.84,2.92,4.47,0.59,2.15,1.59,5.69,2.45,4.64,5.44
1.95,1.61,2.24,2.88,2.69,4.3,0.61,2.21,1.66,5.89,2.56,4.75,5.34
1.92,1.61,2.21,2.92,2.94,4.56,0.64,2.21,1.67,5.63,2.59,4.72,5.47
1.91,1.61,2.21,2.96,2.96,4.53,0.64,2.26,1.67,5.78,2.59,4.72,5.51
1.94,1.61,2.24,2.95,2.97,4.5,0.61,2.26,1.67,5.81,2.6,4.8,5.07
1.94,1.63,2.21,2.92,2.95,4.47,0.6,2.25,1.69,5.05,2.58,4.69,5.4
1.94,1.63,2.25,2.94,2.94,4.61,0.63,2.3,1.71,5.81,2.63,4.78,5.47
1.96,1.61,2.22,2.96,3.01,4.56,0.64,2.33,1.67,5.69,2.64,4.84,5.51
1.91,1.66,2.28,2.97,2.95,4.53,0.63,2.26,1.71,5.66,2.6,4.66,5.3
1.94,1.64,2.26,2.95,2.94,4.56,0.61,2.3,1.71,5.89,2.66,4.75,5.44
1.9,1.61,2.21,2.88,2.88,4.4,0.61,2.22,1.7,5.55,2.56,4.56,5.2
1.91,1.66,2.3,2.95,2.94,4.53,0.63,2.3,1.74,5.85,2.67,4.86,5.59
1.94,1.63,2.26,2.92,2.96,4.5,0.61,2.31,1.76,5.93,2.66,4.8,5.51
1.94,1.64,2.28,2.95,2.99,4.59,0.6,2.29,1.74,5.85,2.65,4.78,5.44
1.94,1.61,2.29,2.92,2.91,4.59,0.6,2.3,1.74,5.97,2.67,4.84,5.63
1.89,1.64,2.29,2.94,2.96,4.59,0.6,2.28,1.74,5.78,2.66,4.78,5.47
1.89,1.64,2.3,2.89,2.89,4.47,0.6,2.33,1.74,5.69,2.63,4.66,5.38
1.89,1.61,2.28,2.91,2.9,4.45,0.61,2.29,1.74,5.47,2.59,4.61,5.26
1.75,1.51,2.09,2.63,2.63,3.86,0.5,2.15,1.6,4.95,2.42,4.19,4.64
1.77,1.58,2.15,2.74,2.75,4.14,0.54,2.16,1.64,5.24,2.51,4.32,4.99
1.88,1.61,2.22,2.85,2.85,4.38,0.57,2.29,1.67,5.69,2.63,4.75,5.44
1.91,1.6,2.28,2.88,2.85,4.38,0.57,2.28,1.69,5.63,2.64,4.69,5.38
1.94,1.61,2.28,2.89,2.88,4.4,0.56,2.3,1.7,5.59,2.63,4.72,5.38
1.91,1.64,2.26,2.94,2.91,4.53,0.57,2.36,1.75,5.69,2.69,4.84,5.55
1.91,1.61,2.28,2.92,2.91,4.53,0.59,2.33,1.74,5.78,2.67,4.84,5.59
1.91,1.63,2.26,2.9,2.92,4.53,0.6,2.34,1.69,5.81,2.67,4.8,5.47
1.91,1.59,2.17,2.81,2.79,4.21,0.59,2.22,1.66,5.38,2.61,4.64,5.24
1.92,1.61,2.21,2.83,2.83,4.24,0.51,2.25,1.7,5.4,2.61,4.59,5.14
1.88,1.59,2.25,2.89,2.89,4.38,0.51,2.34,1.73,5.44,2.65,4.61,5.07
1.89,1.56,2.26,2.89,2.88,4.32,0.5,2.33,1.74,5.3,2.67,4.64,5.14
1.84,1.61,2.26,2.83,2.85,4.4,0.64,2.28,1.7,4.99,2.56,4.47,5.44
1.89,1.61,2.21,2.9,2.89,4.47,0.63,2.29,1.69,5.63,2.63,4.61,5.2
1.88,1.52,2.22,2.88,2.91,4.56,0.65,2.31,1.73,5.66,2.67,4.64,5.3
1.85,1.58,2.24,2.9,2.94,4.4,0.64,2.29,1.71,5.51,2.58,4.56,5.18
1.84,1.58,2.15,2.71,2.8,4.07,0.64,2.16,1.7,5.01,2.44,4.4,4.99
1.9,1.63,2.21,2.89,2.92,4.4,0.65,2.28,1.7,5.59,2.65,4.59,5.2
1.96,1.61,2.25,2.91,2.94,4.56,0.66,2.35,1.71,5.4,2.65,4.75,5.47
1.94,1.63,2.21,2.83,3.01,4.47,0.65,2.3,1.69,5.81,2.63,4.78,5.47
2.0,1.75,2.44,3.14,3.25,5.18,0.7,2.26,1.73,6.84,2.91,5.55,6.59
2.03,1.73,2.4,3.3,3.26,5.2,0.69,2.53,1.76,6.74,2.91,5.47,6.31
2.01,1.74,2.39,3.24,3.25,5.14,0.7,2.51,1.77,6.69,2.91,5.51,6.31
2.04,1.74,2.36,3.24,3.33,5.24,0.7,2.54,1.8,6.74,2.92,5.55,6.4
2.03,1.74,2.41,3.24,3.26,5.24,0.7,2.51,1.81,6.69,2.92,5.55,6.36
2.0,1.74,2.46,3.24,3.3,5.24,0.7,2.53,1.84,6.69,2.94,5.47,6.36
2.01,1.75,2.46,3.21,3.24,5.24,0.7,2.56,1.85,6.74,2.95,5.55,6.36
2.04,1.74,2.45,3.26,3.19,5.07,0.7,2.56,1.84,6.79,2.94,5.51,6.31
2.06,1.75,2.41,3.3,3.28,5.18,0.69,2.51,1.81,6.79,2.92,5.51,6.4
2.01,1.69,2.38,3.24,3.21,5.2,0.69,2.54,1.81,6.89,2.94,5.59,6.5
2.08,1.75,2.41,3.33,3.2,5.2,0.69,2.51,1.81,6.79,2.91,5.55,6.4
2.09,1.74,2.42,3.21,3.25,5.2,0.68,2.5,1.85,6.79,2.88,5.51,6.4
2.06,1.73,2.41,3.19,3.17,5.14,0.68,2.49,1.84,6.74,2.83,5.4,6.31
1.98,1.66,2.33,3.06,2.95,4.66,0.63,2.35,1.75,5.85,2.71,4.99,5.66
1.94,1.64,2.26,2.96,3.01,4.69,0.63,2.36,1.74,5.85,2.63,4.86,5.51
1.86,1.56,2.14,2.75,2.83,4.3,0.6,2.21,1.64,5.3,2.54,4.45,5.05
1.91,1.63,2.2,2.92,2.89,4.43,0.63,2.26,1.67,5.69,2.6,4.69,5.38
2.06,1.7,2.22,3.11,3.17,5.01,0.64,2.45,1.8,6.54,2.76,5.24,5.55
2.06,1.74,2.41,3.28,3.26,5.2,0.64,2.49,1.79,6.79,2.83,5.47,6.31
2.14,1.76,2.41,3.24,3.25,5.2,0.64,2.51,1.81,6.94,2.9,5.59,6.5
1.76,1.5,1.96,2.79,2.75,4.11,0.6,2.17,1.64,5.34,2.51,4.45,5.05
1.89,1.6,2.2,2.85,2.88,4.35,0.64,2.26,1.67,5.63,2.55,4.56,5.2
1.61,1.39,1.9,2.42,2.4,3.28,0.54,1.92,1.45,4.28,2.22,3.72,4.11
2.14,1.81,2.59,3.42,3.51,5.74,0.69,2.66,1.94,7.63,3.11,6.05,7.05
2.15,1.81,2.56,3.42,3.42,5.69,0.65,2.66,1.94,7.5,3.11,6.1,7.0
2.11,1.79,2.54,3.4,3.42,5.63,0.66,2.66,1.94,7.5,3.06,6.01,7.05
2.15,1.81,2.58,3.4,3.42,5.69,0.65,2.69,1.95,7.56,3.1,6.05,7.0
2.17,1.81,2.6,3.46,3.41,5.66,0.68,2.66,1.94,7.5,3.1,5.97,7.05
2.19,1.8,2.58,3.41,3.45,5.63,0.7,2.64,1.91,7.5,3.11,6.01,7.05
2.19,1.81,2.56,3.51,3.4,5.63,0.71,2.67,1.96,7.56,3.11,6.05,7.0
2.21,1.85,2.58,3.38,3.46,5.63,0.7,2.66,1.96,7.5,3.14,6.1,7.0
2.17,1.81,2.61,3.45,3.41,5.66,0.71,2.65,1.94,7.39,3.11,6.05,7.0
2.11,1.81,2.56,3.42,3.45,5.63,0.71,2.65,1.9,7.5,3.11,6.01,6.94
2.16,1.8,2.53,3.26,3.45,5.51,0.69,2.6,1.86,7.28,3.04,5.78,6.79
2.17,1.83,2.58,3.41,3.5,5.69,0.65,2.66,1.89,7.44,3.05,5.89,6.89
2.16,1.83,2.58,3.45,3.42,5.59,0.66,2.64,1.94,7.63,3.14,5.97,7.0
2.16,1.84,2.63,3.45,3.51,5.63,0.66,2.67,1.94,7.56,3.11,6.01,7.05
2.15,1.81,2.59,3.45,3.46,5.63,0.69,2.67,1.9,7.44,3.14,6.01,6.94
2.14,1.81,2.58,3.47,3.47,5.66,0.7,2.66,1.88,7.39,3.17,6.01,6.89
2.16,1.8,2.59,3.54,3.45,5.69,0.71,2.67,1.86,7.32,3.17,6.05,6.94
2.11,1.8,2.58,3.46,3.45,5.66,0.73,2.64,1.79,7.32,3.19,6.01,7.0
2.09,1.79,2.59,3.46,3.42,5.69,0.74,2.64,1.89,7.28,3.19,6.01,7.0
2.06,1.79,2.6,3.54,3.45,5.66,0.75,2.66,1.84,7.28,3.19,5.93,6.89
2.04,1.8,2.6,3.54,3.51,5.69,0.71,2.69,1.88,7.39,3.2,6.05,6.94
2.06,1.8,2.6,3.46,3.46,5.66,0.73,2.69,1.84,7.32,3.17,6.05,7.05
2.09,1.77,2.56,3.4,3.36,5.55,0.71,2.67,1.79,7.44,3.21,6.1,7.0
2.13,1.79,2.51,3.4,3.35,5.44,0.74,2.63,1.77,7.44,3.19,6.05,7.0
2.11,1.77,2.5,3.47,3.33,5.59,0.7,2.64,1.77,7.5,3.17,6.1,6.94
