Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.6,2.38,3.11,5.05,6.01,7.32,1.79,2.26,0.0,5.05,0.0,3.92,4.64
2.6,2.4,3.13,4.99,5.97,7.32,1.81,2.26,0.0,5.01,0.0,3.9,4.61
2.55,2.34,3.04,4.93,5.81,7.1,1.7,2.24,0.01,4.84,0.0,3.78,4.45
2.58,2.33,3.05,4.86,5.81,7.0,1.58,2.24,0.0,4.89,0.0,3.8,4.5
2.61,2.39,3.13,5.05,6.01,7.39,1.54,2.28,0.0,5.05,0.0,3.92,4.64
2.58,2.36,3.04,4.93,5.85,7.21,1.31,2.26,0.0,4.99,0.0,3.86,4.56
2.59,2.36,3.11,5.01,5.97,7.39,2.13,2.28,0.0,5.05,0.0,3.9,4.61
2.45,2.26,2.92,4.61,5.44,6.64,2.1,2.19,0.0,4.64,0.0,3.64,4.26
2.65,2.42,3.17,5.14,6.18,7.56,2.03,2.33,0.0,5.18,0.0,4.01,4.72
2.61,2.41,3.19,5.14,6.05,7.56,1.98,2.33,0.0,5.14,0.0,3.96,4.69
2.6,2.39,3.1,5.1,6.05,7.28,1.96,2.28,0.0,5.05,0.0,3.94,4.61
2.59,2.39,3.13,5.1,6.05,7.39,1.74,2.29,0.0,5.07,0.0,3.99,4.69
2.51,2.39,3.17,5.1,6.1,7.28,1.71,2.29,0.01,4.99,0.0,3.92,4.61
2.56,2.39,3.15,5.2,6.22,7.5,1.86,2.31,0.0,5.1,0.0,3.96,4.69
2.56,2.34,3.08,4.99,5.89,7.28,1.7,2.26,0.0,4.95,0.0,3.86,4.5
2.54,2.35,3.1,5.14,6.05,7.21,1.56,2.26,0.0,4.95,0.0,3.86,4.59
2.51,2.3,2.99,4.95,5.85,7.05,2.67,2.25,0.0,4.84,0.0,3.81,4.43
2.55,2.38,3.14,5.2,6.14,7.56,2.71,2.29,0.01,5.14,0.0,4.01,4.66
2.61,2.41,3.14,5.2,6.14,7.5,2.71,2.31,0.0,5.07,0.0,3.96,4.64
2.6,2.4,3.14,5.24,6.28,7.5,2.72,2.33,0.0,5.14,0.0,4.01,4.66
2.59,2.4,3.15,5.24,6.22,7.44,2.58,2.3,0.0,5.1,0.0,3.96,4.66
2.59,2.39,3.08,5.05,5.93,7.16,2.5,2.29,0.01,4.95,0.0,3.88,4.53
2.58,2.41,3.13,5.1,6.1,7.16,2.58,2.28,0.0,4.99,0.0,3.9,4.59
2.53,2.34,3.06,4.99,5.85,7.0,2.5,2.26,0.0,4.86,0.0,3.84,4.47
2.53,2.33,3.05,4.89,5.78,6.89,2.5,2.22,0.0,4.8,0.0,3.78,4.4
2.63,2.38,3.1,5.05,5.97,7.1,2.63,2.26,0.0,4.93,0.0,3.92,4.56
2.6,2.38,3.08,5.1,5.97,7.0,2.66,2.28,0.01,4.95,0.0,3.9,4.59
2.61,2.4,3.17,5.2,6.18,7.32,2.92,2.31,0.0,5.14,0.0,3.99,4.72
2.63,2.4,3.13,5.14,6.1,7.28,2.74,2.33,0.0,5.07,0.0,4.01,4.69
2.61,2.4,3.15,5.1,5.97,7.16,2.81,2.26,0.01,5.01,0.0,3.96,4.69
2.58,2.36,3.13,5.05,5.97,7.1,2.79,2.28,0.0,4.93,0.0,3.86,4.53
2.64,2.42,3.17,5.2,6.14,7.39,2.67,2.3,0.0,5.18,0.0,4.01,4.72
2.78,2.53,3.33,5.59,6.69,8.21,2.81,2.4,0.0,5.51,0.0,4.26,5.05
2.74,2.53,3.38,5.55,6.74,8.21,2.96,2.41,0.0,5.51,0.0,4.28,5.07
2.63,2.41,3.19,5.24,6.14,7.32,2.8,2.31,0.01,5.14,0.0,4.01,4.69
2.65,2.42,3.24,5.3,6.31,7.56,2.74,2.35,0.0,5.2,0.0,4.1,4.78
2.67,2.45,3.21,5.26,6.28,7.39,2.03,2.34,0.01,5.24,0.0,4.1,4.78
2.79,2.53,3.38,5.69,6.84,8.29,2.06,2.42,0.0,5.59,0.0,4.3,5.1
2.69,2.45,3.24,5.26,6.31,7.63,2.14,2.36,0.0,5.34,0.0,4.19,4.89
2.67,2.46,3.26,5.38,6.31,7.56,0.55,2.33,0.0,5.3,0.01,4.1,4.8
2.67,2.45,3.25,5.24,6.31,7.56,0.55,2.36,0.0,5.2,0.0,4.16,4.8
2.72,2.42,3.2,5.18,6.1,7.28,0.54,2.34,0.0,5.14,0.0,4.05,4.69
2.66,2.41,3.2,5.24,6.1,7.28,2.95,2.33,0.0,5.14,0.0,4.07,4.69
2.66,2.44,3.21,5.18,6.14,7.28,2.95,2.3,0.0,5.14,0.0,4.07,4.69
2.65,2.42,3.19,5.2,6.1,7.28,2.94,2.34,0.0,5.07,0.0,4.07,4.66
2.63,2.41,3.19,5.18,6.05,7.21,2.95,2.34,0.01,5.1,0.0,4.05,4.69
2.63,2.41,3.19,5.07,6.1,7.21,2.75,2.31,0.0,5.07,0.0,4.05,4.69
2.66,2.44,3.19,5.18,6.05,7.21,2.25,2.33,0.0,5.05,0.0,4.07,4.69
2.63,2.41,3.19,5.14,6.05,7.1,2.3,2.3,0.0,5.07,0.0,4.07,4.66
2.66,2.45,3.19,5.2,6.1,7.28,2.63,2.31,0.0,5.18,0.0,4.11,4.75
2.64,2.44,3.21,5.2,6.14,7.28,2.63,2.31,0.0,5.1,0.0,4.1,4.69
2.61,2.44,3.19,5.18,6.05,7.16,2.69,2.3,0.0,5.01,0.0,4.05,4.72
2.64,2.44,3.21,5.2,6.14,7.21,2.71,2.34,0.0,5.18,0.0,4.1,4.72
2.64,2.45,3.2,5.2,6.14,7.28,2.7,2.33,0.0,5.14,0.0,4.11,4.69
2.64,2.44,3.2,5.18,6.14,7.21,2.69,2.33,0.0,5.1,0.0,4.1,4.69
2.61,2.42,3.17,5.14,6.05,7.05,2.69,2.3,0.0,5.07,0.0,4.05,4.66
2.63,2.42,3.19,5.1,6.05,7.21,2.44,2.31,0.01,5.01,0.0,4.1,4.69
2.61,2.42,3.17,5.24,6.14,7.21,2.45,2.31,0.0,5.07,0.0,4.07,4.66
2.63,2.4,3.14,5.1,5.97,7.16,2.33,2.31,0.0,5.05,0.0,4.07,4.66
2.63,2.42,3.2,5.14,5.97,7.16,2.47,2.3,0.0,5.01,0.0,4.03,4.66
2.63,2.45,3.2,5.18,6.1,7.21,2.5,2.31,0.0,5.07,0.0,4.05,4.64
2.65,2.49,3.24,5.26,6.22,7.39,2.54,2.35,0.0,5.18,0.0,4.1,4.75
2.64,2.47,3.25,5.18,6.18,7.32,2.56,2.3,0.0,5.14,0.0,4.1,4.72
2.61,2.42,3.2,5.14,6.05,7.28,2.74,2.33,0.0,5.05,0.0,3.94,4.61
2.59,2.41,3.17,5.07,6.01,7.16,2.83,2.31,0.0,4.99,0.0,3.96,4.56
2.64,2.44,3.26,5.24,6.22,7.28,2.72,2.31,0.0,5.14,0.0,3.99,4.69
2.61,2.44,3.25,5.2,6.22,7.5,2.63,2.36,0.0,5.07,0.0,4.03,4.69
2.59,2.42,3.2,5.18,6.14,7.21,2.6,2.31,0.0,4.99,0.0,3.99,4.59
2.61,2.41,3.21,5.2,6.1,7.21,2.63,2.31,0.0,5.01,0.0,3.94,4.61
2.6,2.42,3.21,5.18,6.05,7.16,2.64,2.31,0.0,4.99,0.0,3.92,4.59
2.59,2.45,3.21,5.14,6.14,7.32,2.63,2.34,0.01,5.07,0.0,4.01,4.59
2.58,2.41,3.19,5.1,6.01,7.1,2.6,2.29,0.0,4.95,0.0,3.88,4.59
2.69,2.54,3.36,5.51,6.45,7.75,2.11,2.39,0.01,4.93,0.0,3.94,4.66
2.53,2.41,3.24,5.2,6.18,7.32,2.89,2.33,0.0,5.07,0.0,3.94,4.64
2.58,2.45,3.26,5.2,6.1,7.39,2.89,2.34,0.0,5.07,0.0,3.99,4.69
2.56,2.42,3.21,5.2,6.1,7.32,2.83,2.31,0.01,5.05,0.0,3.96,4.61
2.55,2.45,3.17,5.1,6.01,7.16,2.91,2.31,0.0,5.01,0.0,3.88,4.59
2.54,2.41,3.2,5.18,6.14,7.28,2.81,2.34,0.0,5.05,0.0,3.94,4.61
2.59,2.41,3.19,5.07,6.05,7.32,2.88,2.33,0.0,5.01,0.0,3.9,4.56
2.63,2.47,3.25,5.24,6.18,7.44,2.92,2.35,0.0,5.05,0.0,3.96,4.64
2.63,2.47,3.3,5.24,6.31,7.56,2.69,2.36,0.0,5.14,0.0,4.01,4.75
2.71,2.59,3.38,5.59,6.69,8.07,2.83,2.46,0.0,5.47,0.0,4.19,4.93
2.64,2.5,3.28,5.24,6.28,7.5,2.96,2.35,0.0,5.14,0.0,3.92,4.69
2.63,2.5,3.25,5.2,6.22,7.5,2.96,2.35,0.01,5.14,0.0,3.96,4.72
2.61,2.5,3.21,5.18,6.1,7.44,2.97,2.34,0.0,5.1,0.0,4.03,4.75
2.8,2.54,3.47,5.74,6.79,8.66,3.17,2.46,0.0,5.66,0.0,4.32,5.1
2.79,2.63,3.5,5.78,6.94,8.66,3.11,2.49,0.0,5.69,0.0,4.38,5.1
2.83,2.64,3.51,5.74,6.89,8.59,3.15,2.46,0.0,5.66,0.0,4.38,5.18
2.76,2.64,3.46,5.74,6.94,8.59,3.13,2.46,0.0,5.66,0.0,4.43,5.18
2.8,2.63,3.46,5.74,6.94,8.59,3.11,2.47,0.01,5.63,0.0,4.4,5.2
2.79,2.63,3.46,5.78,6.94,8.59,3.11,2.47,0.01,5.66,0.0,4.4,5.18
2.8,2.63,3.46,5.78,7.0,8.59,3.08,2.49,0.0,5.66,0.0,4.38,5.18
2.81,2.63,3.46,5.81,6.94,8.59,3.08,2.47,0.0,5.69,0.0,4.38,5.18
2.79,2.63,3.46,5.78,7.05,8.66,2.55,2.44,0.0,5.69,0.0,4.43,5.2
2.76,2.58,3.4,5.85,7.05,8.59,3.04,2.47,0.0,5.69,0.0,4.5,5.14
2.74,2.6,3.45,5.78,6.94,8.51,3.08,2.47,0.0,5.74,0.0,4.5,5.2
2.76,2.6,3.42,5.74,7.0,8.44,3.1,2.46,0.0,5.66,0.0,4.5,5.18
2.76,2.59,3.45,5.74,7.0,8.51,3.14,2.46,0.0,5.66,0.0,4.5,5.2
2.75,2.63,3.42,5.78,7.0,8.36,3.1,2.47,0.0,5.69,0.0,4.5,5.2
2.76,2.61,3.45,5.81,6.94,8.36,3.1,2.46,0.0,5.69,0.0,4.47,5.18
2.79,2.59,3.47,5.78,6.89,8.51,3.2,2.47,0.0,5.26,0.0,4.47,5.18
2.7,2.59,3.47,5.81,6.94,8.44,3.14,2.45,0.0,5.74,0.0,4.47,5.2
2.69,2.61,3.45,5.81,6.94,8.44,3.21,2.5,0.0,5.66,0.0,4.47,5.18
2.78,2.63,3.45,5.81,7.0,8.44,3.2,2.46,0.01,5.69,0.0,4.47,5.2
2.76,2.61,3.42,5.85,7.0,8.36,3.15,2.46,0.0,5.66,0.0,4.45,5.2
2.78,2.63,3.46,5.69,6.94,8.51,3.24,2.49,0.01,5.69,0.0,4.4,5.18
2.79,2.63,3.46,5.3,6.84,8.29,3.15,2.45,0.0,5.66,0.0,4.38,5.18
2.8,2.63,3.47,5.85,7.0,8.59,3.21,2.45,0.0,5.69,0.0,4.45,5.2
2.81,2.63,3.36,5.78,7.0,8.51,3.24,2.46,0.0,5.66,0.0,4.43,5.18
2.8,2.59,3.46,5.78,6.89,8.36,3.21,2.47,0.0,5.69,0.0,4.4,5.1
2.83,2.63,3.47,4.8,7.05,7.95,3.2,2.47,0.0,5.69,0.0,4.45,5.18
2.83,2.61,3.46,5.81,6.94,8.44,3.21,2.49,0.0,5.69,0.0,4.4,5.18
2.8,2.63,3.51,5.24,6.94,8.51,3.2,2.45,0.0,5.74,0.0,4.45,5.2
2.81,2.63,3.46,5.78,7.0,8.51,3.26,2.5,0.0,5.69,0.0,4.43,5.18
2.84,2.65,3.5,5.85,7.05,8.51,3.24,2.5,0.01,5.69,0.0,4.4,5.18
2.79,2.63,3.45,5.74,6.89,8.29,3.17,2.47,0.0,5.55,0.0,4.26,5.01
2.8,2.63,3.51,5.78,6.94,8.44,3.24,2.49,0.0,5.59,0.0,4.24,5.07
2.6,2.42,3.15,4.95,5.85,7.0,2.9,2.29,0.0,4.89,0.0,3.78,4.47
2.63,2.47,3.15,5.1,6.1,7.28,2.9,2.29,0.0,5.05,0.0,3.9,4.64
2.61,2.46,3.17,5.18,6.1,7.28,2.85,2.3,0.0,5.05,0.0,3.88,4.61
2.74,2.56,3.4,5.66,6.79,8.29,3.03,2.41,0.0,5.55,0.0,4.14,5.01
2.6,2.45,3.24,5.26,6.22,7.56,2.99,2.34,0.0,5.24,0.0,3.84,4.66
2.63,2.45,3.17,4.32,6.14,7.63,2.95,2.31,0.0,5.18,0.0,3.67,4.64
2.59,2.46,3.2,5.3,6.31,7.69,2.97,2.3,0.01,5.1,0.0,3.55,4.59
2.6,2.46,3.19,5.38,6.22,7.75,2.97,2.33,0.0,5.1,0.0,3.61,4.64
2.59,2.47,3.21,5.3,6.28,7.5,2.97,2.31,0.0,5.14,0.0,3.67,4.61
2.63,2.51,3.3,5.59,6.69,8.07,3.11,2.39,0.0,5.3,0.0,3.84,4.78
2.64,2.44,3.26,5.38,6.18,7.5,3.03,2.34,0.0,5.01,0.0,3.8,4.56
2.65,2.47,3.28,5.47,6.54,7.95,3.04,2.35,0.0,5.14,0.0,3.74,4.64
2.56,2.42,3.2,5.26,6.28,7.5,2.96,2.33,0.0,5.05,0.0,3.7,4.59
2.55,2.39,3.15,5.2,6.22,7.5,2.96,2.31,0.0,5.05,0.0,3.7,4.59
2.58,2.41,3.17,5.2,6.14,7.39,2.95,2.31,0.01,5.07,0.0,3.7,4.56
2.58,2.41,3.14,5.18,6.14,7.39,2.99,2.3,0.0,5.05,0.0,3.7,4.53
2.6,2.45,3.17,5.24,6.18,7.39,3.01,2.3,0.0,5.07,0.0,3.72,4.61
2.56,2.41,3.14,5.14,6.1,7.28,2.95,2.3,0.0,5.01,0.0,3.72,4.56
2.59,2.44,3.13,5.18,6.14,7.28,2.96,2.3,0.0,5.05,0.0,3.76,4.56
2.59,2.41,3.17,5.24,6.05,7.21,2.99,2.3,0.01,5.05,0.0,3.78,4.59
2.58,2.34,3.08,5.14,6.14,7.28,2.99,2.3,0.0,5.05,0.0,3.78,4.59
2.56,2.4,3.15,5.07,6.1,7.21,2.97,2.3,0.01,5.05,0.0,3.8,4.59
2.64,2.46,3.21,5.18,6.14,7.39,3.01,2.3,0.0,5.1,0.0,3.84,4.64
2.63,2.44,3.21,5.3,6.28,7.5,3.03,2.29,0.0,5.1,0.0,3.84,4.66
2.64,2.47,3.28,5.44,6.36,7.69,3.04,2.33,0.01,5.2,0.0,3.92,4.75
2.64,2.45,3.21,5.3,6.31,7.56,3.03,2.33,0.0,5.18,0.0,3.9,4.72
2.64,2.45,3.24,5.34,6.36,7.63,3.05,2.31,0.0,5.18,0.0,3.88,4.66
2.66,2.49,3.25,5.34,6.45,7.69,3.05,2.34,0.0,5.26,0.0,3.92,4.75
2.6,2.44,3.3,5.26,6.18,7.44,3.1,2.34,0.0,5.1,0.0,3.92,4.61
2.64,2.45,3.21,5.3,6.22,7.5,3.01,2.28,0.0,5.1,0.0,3.86,4.66
2.72,2.53,3.35,5.59,6.69,8.07,3.11,2.38,0.0,5.44,0.0,4.05,4.89
2.71,2.53,3.33,5.55,6.64,7.95,3.11,2.36,0.0,5.3,0.0,3.96,4.8
2.66,2.47,3.25,5.34,6.36,7.56,2.99,2.3,0.0,5.18,0.0,3.92,4.72
2.67,2.47,3.19,5.3,6.31,7.5,3.01,2.33,0.01,5.2,0.0,3.96,4.69
2.64,2.46,3.26,5.26,6.22,7.5,3.01,2.31,0.01,5.18,0.0,3.9,4.69
2.61,2.44,3.17,5.18,6.1,7.28,2.96,2.3,0.0,5.05,0.0,3.84,4.61
2.6,2.41,3.15,5.14,6.05,7.21,2.95,2.28,0.0,5.01,0.0,3.81,4.56
2.61,2.45,3.17,5.2,6.1,7.28,2.95,2.29,0.0,5.07,0.0,3.86,4.59
2.61,2.44,3.17,5.18,6.1,7.32,2.99,2.3,0.0,5.05,0.0,3.86,4.61
2.63,2.44,3.19,5.2,6.14,7.39,2.97,2.3,0.0,5.1,0.0,3.88,4.64
2.71,2.53,3.31,5.47,6.5,7.63,3.06,2.36,0.0,5.24,0.0,3.96,4.75
2.63,2.45,3.19,5.26,6.14,7.39,2.95,2.29,0.0,5.05,0.0,3.9,4.64
2.61,2.41,3.19,5.47,6.69,8.07,3.13,2.39,0.0,5.38,0.0,4.05,4.86
2.63,2.41,3.17,5.1,6.1,7.28,2.96,2.29,0.0,5.05,0.0,3.86,4.56
2.59,2.42,3.17,5.18,6.1,7.39,2.95,2.29,0.0,5.07,0.0,3.88,4.61
2.75,2.54,3.31,5.51,6.59,8.07,3.13,2.36,0.0,5.44,0.0,4.1,4.89
2.67,2.41,3.28,5.34,6.18,7.81,3.03,2.34,0.0,5.07,0.0,3.86,4.61
2.65,2.42,3.2,5.14,6.18,7.5,3.01,2.29,0.0,5.05,0.0,3.88,4.59
2.64,2.39,3.2,5.2,6.14,7.44,3.01,2.28,0.0,5.07,0.0,3.9,4.61
2.61,2.41,3.13,5.14,6.05,7.21,2.96,2.25,0.0,5.01,0.0,3.84,4.5
2.66,2.42,3.21,5.24,6.1,7.32,3.01,2.29,0.0,5.01,0.0,3.9,4.61
2.63,2.44,3.21,5.2,6.14,7.39,2.96,2.28,0.0,5.05,0.0,3.86,4.59
2.63,2.44,3.19,5.2,6.14,7.39,2.97,2.29,0.01,5.01,0.0,3.9,4.61
2.63,2.41,3.17,5.24,6.1,7.32,2.95,2.29,0.0,5.01,0.0,3.88,4.59
2.65,2.44,3.19,5.24,6.14,7.44,2.94,2.3,0.0,5.05,0.0,3.88,4.61
2.69,2.47,3.28,5.4,6.4,7.88,2.92,2.34,0.0,5.26,0.0,4.03,4.78
2.66,2.44,3.28,5.38,6.36,7.88,2.95,2.35,0.0,5.24,0.0,4.03,4.8
2.63,2.42,3.21,5.3,6.18,7.44,2.88,2.33,0.0,5.1,0.0,3.88,4.64
2.6,2.41,3.15,5.2,6.14,7.44,2.39,2.29,0.0,5.01,0.0,3.84,4.61
2.63,2.41,3.26,5.44,6.45,7.81,2.54,2.31,0.0,5.24,0.0,3.94,4.59
2.61,2.42,3.15,5.18,6.14,7.32,2.76,2.29,0.0,5.01,0.0,3.8,4.59
2.66,2.45,3.24,5.4,6.36,7.81,2.92,2.33,0.0,5.18,0.0,3.99,4.75
2.63,2.41,3.17,5.2,6.1,7.39,2.91,2.3,0.0,5.05,0.0,3.84,4.59
2.63,2.42,3.19,5.24,6.18,7.44,2.97,2.31,0.0,5.01,0.0,3.88,4.64
2.63,2.44,3.17,5.14,6.28,7.39,2.94,2.3,0.0,5.1,0.0,3.86,4.56
2.64,2.4,3.17,5.26,6.28,7.5,2.94,2.3,0.0,5.3,0.0,4.05,4.93
2.63,2.41,3.15,5.18,6.1,7.32,2.92,2.29,0.0,5.01,0.0,3.84,4.59
2.64,2.41,3.15,5.24,6.14,7.39,2.92,2.3,0.01,5.07,0.0,3.84,4.61
2.64,2.44,3.21,5.24,6.28,7.44,2.95,2.31,0.0,5.1,0.0,3.88,4.66
2.63,2.4,3.2,5.2,6.14,7.44,2.97,2.3,0.01,5.07,0.0,3.9,4.61
2.63,2.4,3.17,5.18,6.1,7.32,2.95,2.29,0.0,5.01,0.0,3.86,4.59
2.64,2.41,3.19,5.2,6.14,7.44,2.96,2.3,0.0,4.99,0.0,3.86,4.56
2.63,2.4,3.19,5.2,6.05,7.32,2.94,2.3,0.0,5.01,0.0,3.9,4.59
2.61,2.36,3.13,5.07,5.93,7.1,2.89,2.28,0.0,4.89,0.0,3.86,4.5
2.61,2.4,3.17,5.2,6.1,7.28,2.94,2.29,0.0,4.99,0.0,3.88,4.59
2.64,2.41,3.21,5.26,6.14,7.32,2.95,2.31,0.0,5.07,0.0,3.9,4.59
2.63,2.41,3.21,5.2,6.14,7.32,2.95,2.3,0.0,5.05,0.0,3.88,4.56
2.66,2.42,3.19,5.2,6.14,7.44,3.01,2.33,0.0,5.07,0.0,3.92,4.56
2.65,2.42,3.19,5.18,6.1,7.32,2.95,2.3,0.0,4.99,0.0,3.88,4.59
2.63,2.4,3.21,5.1,6.05,7.39,2.94,2.3,0.0,5.05,0.0,3.86,4.53
2.64,2.42,3.21,5.2,6.14,7.39,2.94,2.3,0.0,5.05,0.0,3.88,4.56
2.64,2.41,3.21,5.26,6.18,7.44,2.97,2.31,0.0,5.01,0.0,3.86,4.53
2.67,2.47,3.28,5.4,6.36,7.69,2.95,2.36,0.0,5.07,0.0,3.86,4.75
2.63,2.4,3.19,5.18,6.05,7.28,2.92,2.3,0.0,4.95,0.0,3.84,4.47
2.63,2.41,3.24,5.24,6.22,7.39,2.96,2.31,0.01,5.05,0.0,3.88,4.56
2.7,2.49,3.3,5.47,6.4,7.75,3.03,2.36,0.0,5.24,0.0,3.99,4.72
2.67,2.46,3.25,5.34,6.31,7.63,2.99,2.33,0.0,5.14,0.0,3.88,4.64
2.63,2.41,3.2,5.24,6.28,7.56,3.03,2.34,0.0,5.05,0.0,3.84,4.56
2.65,2.44,3.24,5.24,6.18,7.44,3.03,2.3,0.0,5.05,0.0,3.9,4.61
2.63,2.45,3.25,5.24,6.18,7.39,2.97,2.33,0.0,5.05,0.0,3.86,4.56
2.61,2.41,3.15,5.2,6.14,7.32,2.96,2.3,0.0,5.01,0.0,3.81,4.53
2.65,2.42,3.21,5.2,6.22,7.39,2.97,2.33,0.0,5.05,0.0,3.86,4.56
2.63,2.41,3.21,5.2,6.1,7.28,2.96,2.33,0.0,5.01,0.0,3.84,4.53
2.64,2.41,3.19,5.18,6.1,7.28,2.94,2.3,0.0,4.95,0.0,3.8,4.53
2.61,2.4,3.17,5.14,5.97,7.16,2.94,2.29,0.0,4.84,0.0,3.78,4.43
2.64,2.42,3.19,5.14,6.1,7.21,2.99,2.26,0.0,4.95,0.0,3.84,4.5
2.67,2.49,3.24,5.4,6.22,7.5,2.99,2.35,0.0,5.05,0.0,3.84,4.61
2.67,2.45,3.31,5.4,6.18,7.44,3.01,2.3,0.0,5.05,0.0,3.88,4.72
2.69,2.47,3.2,5.2,6.18,7.39,2.96,2.3,0.0,5.01,0.0,3.84,4.53
2.69,2.45,3.25,5.3,6.28,7.5,3.01,2.31,0.0,5.05,0.0,3.86,4.59
2.71,2.47,3.25,5.3,6.22,7.56,2.99,2.34,0.0,5.1,0.0,3.92,4.61
2.64,2.42,3.24,5.2,6.18,7.44,2.99,2.3,0.0,4.99,0.0,3.86,4.53
2.67,2.44,3.25,5.26,6.18,7.44,3.01,2.31,0.01,5.01,0.0,3.9,4.59
2.66,2.42,3.21,5.2,6.14,7.32,2.99,2.31,0.0,4.99,0.0,3.88,4.53
2.69,2.44,3.24,5.24,6.18,7.44,3.03,2.31,0.0,5.01,0.0,3.9,4.59
2.66,2.45,3.21,5.24,6.18,7.5,2.99,2.34,0.0,5.07,0.0,3.9,4.5
2.67,2.45,3.21,5.18,6.1,7.44,2.99,2.3,0.0,4.95,0.0,3.88,4.5
2.66,2.41,3.2,5.2,6.1,7.39,2.97,2.3,0.01,4.99,0.0,3.88,4.53
