Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13
2.28,2.16,2.85,2.59,2.91,3.63,0.96,3.46,0.0,4.5,0.0,5.66,4.84
2.29,2.19,2.85,2.63,2.9,3.72,0.96,3.41,0.0,4.45,0.0,5.44,4.75
2.19,2.13,2.76,2.55,2.85,3.58,0.93,3.14,0.01,4.38,0.0,5.05,4.16
1.99,2.09,2.94,2.65,2.92,3.7,0.95,3.46,0.03,4.56,0.0,5.59,3.99
2.06,2.21,3.03,2.69,2.95,3.74,0.93,3.45,0.0,4.47,3.17,5.1,4.1
2.11,2.15,2.94,2.6,2.91,3.64,0.94,3.4,0.0,4.43,3.08,5.1,4.3
2.11,2.13,2.81,2.54,2.85,3.7,0.95,3.35,0.0,4.53,3.06,5.14,4.5
2.17,2.15,2.84,2.6,2.91,3.63,0.94,3.31,0.01,4.59,2.9,5.05,4.47
2.13,2.14,2.8,2.53,2.91,3.61,0.91,3.21,0.0,4.56,2.94,5.18,4.64
2.19,2.19,2.76,2.6,2.89,3.61,0.93,3.24,0.03,4.59,2.84,5.2,4.61
2.19,2.16,2.74,2.63,2.85,3.64,0.95,3.24,0.0,4.56,2.95,5.24,4.64
2.17,2.13,2.7,2.58,2.89,3.64,0.94,3.14,0.01,4.61,2.9,5.18,4.56
2.11,2.13,2.7,2.58,2.91,3.67,0.93,3.14,0.0,4.64,2.97,5.34,4.64
2.16,2.11,2.66,2.51,2.92,3.63,0.93,3.17,0.0,4.64,3.04,5.3,4.61
2.14,2.14,2.72,2.58,2.89,3.63,0.94,3.17,0.0,4.64,3.13,5.44,4.64
2.15,2.2,2.76,2.59,2.89,3.64,0.94,3.21,0.0,4.64,3.11,5.51,4.69
2.15,2.14,2.72,2.56,2.89,3.59,0.9,3.26,0.01,4.59,3.13,5.44,4.64
2.11,2.16,2.72,2.58,2.88,3.66,0.91,3.26,0.0,4.64,3.15,5.44,4.61
2.13,2.11,2.72,2.58,2.89,3.63,0.94,3.25,0.0,4.64,3.19,5.4,4.66
2.14,2.13,2.74,2.55,2.85,3.63,0.93,3.24,0.0,4.59,3.19,5.55,4.64
2.16,2.14,2.74,2.63,2.9,3.66,0.93,3.25,0.01,4.64,3.21,5.44,4.64
2.21,2.2,2.74,2.63,2.88,3.66,0.93,3.26,0.0,4.53,3.21,5.44,4.61
2.21,2.13,2.72,2.55,2.88,3.63,0.94,3.26,0.0,4.59,3.31,5.55,4.69
2.22,2.19,2.75,2.64,2.84,3.59,0.93,3.31,0.01,4.66,3.28,5.55,4.66
2.19,2.15,2.78,2.53,2.94,3.66,0.95,3.26,0.0,4.59,3.24,5.44,4.61
2.2,2.13,2.75,2.6,2.94,3.74,0.96,3.31,0.0,4.72,3.21,5.47,4.66
2.26,2.19,2.78,2.61,2.9,3.67,0.93,3.3,0.0,4.59,3.33,5.66,4.66
2.21,2.13,2.75,2.6,2.85,3.61,0.95,3.25,0.0,4.64,3.28,5.51,4.61
2.2,2.13,2.75,2.6,2.91,3.63,0.94,3.26,0.0,4.61,3.31,5.47,4.61
2.21,2.15,2.74,2.56,2.9,3.64,0.96,3.3,0.0,4.64,3.33,5.63,4.66
2.2,2.11,2.71,2.61,2.91,3.64,0.95,3.28,0.0,4.61,3.3,5.55,4.56
2.19,2.15,2.7,2.56,2.89,3.66,0.94,3.31,0.01,4.75,3.36,5.63,4.59
2.2,2.15,2.74,2.59,2.9,3.7,0.93,3.28,0.01,4.64,3.28,5.59,4.61
2.19,2.11,2.69,2.58,2.9,3.64,0.95,3.28,0.0,4.72,3.33,5.66,4.66
2.2,2.13,2.7,2.58,2.94,3.64,0.95,3.28,0.0,4.61,3.33,5.63,4.64
2.19,2.15,2.71,2.6,2.91,3.67,0.93,3.3,0.0,4.72,3.3,5.55,4.59
2.19,2.14,2.7,2.6,2.9,3.7,0.95,3.33,0.01,4.64,3.31,5.63,4.66
2.15,2.19,2.67,2.58,2.91,3.63,0.95,3.3,0.0,4.66,3.36,5.74,4.66
2.17,2.15,2.7,2.6,2.9,3.63,0.94,3.3,0.0,4.61,3.31,5.63,4.64
2.19,2.21,2.74,2.63,2.85,3.67,0.95,3.25,0.0,4.66,3.36,5.63,4.66
2.19,2.19,2.74,2.6,2.91,3.64,0.98,3.38,0.01,4.69,3.33,5.66,4.64
2.19,2.17,2.67,2.56,2.91,3.67,0.93,3.28,0.0,4.64,3.31,5.66,4.66
2.15,2.1,2.76,2.63,2.94,3.66,0.95,3.33,0.01,4.75,3.33,5.74,4.72
2.17,2.15,2.75,2.61,2.9,3.7,0.95,3.31,0.0,4.56,3.33,5.63,4.66
2.13,2.09,2.7,2.61,2.91,3.64,0.96,3.28,0.01,4.66,3.3,5.69,4.72
2.14,2.06,2.66,2.6,2.9,3.7,0.93,3.26,0.0,4.61,3.28,5.74,4.69
2.15,2.05,2.61,2.61,2.9,3.64,0.94,3.21,0.0,4.61,3.25,5.74,4.69
2.14,2.09,2.64,2.61,2.91,3.63,0.94,3.26,0.01,4.78,3.33,5.78,4.72
2.19,2.13,2.69,2.64,2.92,3.67,0.94,3.28,0.0,4.66,3.31,5.69,4.69
2.15,2.11,2.66,2.63,2.92,3.64,0.93,3.24,0.0,4.59,3.28,5.69,4.69
2.14,2.11,2.66,2.61,2.95,3.67,0.91,3.25,0.0,4.66,3.28,5.69,4.72
2.16,2.14,2.65,2.63,2.95,3.72,0.96,3.26,0.01,4.69,3.31,5.74,4.78
2.14,2.11,2.63,2.59,2.96,3.72,0.94,3.25,0.0,4.64,3.28,5.74,4.72
2.16,2.17,2.67,2.61,2.95,3.7,0.95,3.3,0.01,4.66,3.31,5.81,4.69
2.15,2.13,2.69,2.69,2.92,3.67,0.93,3.21,0.01,4.64,3.28,5.74,4.69
2.17,2.11,2.67,2.63,2.94,3.66,0.93,3.25,0.0,4.69,3.36,5.81,4.75
2.14,2.14,2.67,2.63,2.96,3.74,0.94,3.3,0.01,4.66,3.31,5.81,4.69
2.13,2.1,2.71,2.64,2.99,3.74,0.95,3.25,0.0,4.66,3.35,5.69,4.61
2.1,2.11,2.65,2.63,2.95,3.64,0.96,3.25,0.0,4.69,3.33,5.78,4.69
2.06,2.13,2.65,2.64,3.01,3.7,0.95,3.26,0.0,4.64,3.31,5.85,4.78
2.1,2.09,2.65,2.63,2.95,3.72,0.94,3.19,0.01,4.53,3.28,5.66,4.69
2.11,2.15,2.66,2.67,3.01,3.66,0.94,3.19,0.01,4.4,3.26,5.66,4.72
2.15,2.15,2.67,2.65,2.96,3.72,0.95,3.15,0.0,4.45,3.21,5.66,4.78
2.15,2.17,2.72,2.67,2.99,3.7,0.94,3.14,0.0,4.45,3.06,5.51,4.66
2.15,2.16,2.71,2.7,2.99,3.72,0.94,3.11,0.0,4.53,3.05,5.4,4.78
2.11,2.17,2.65,2.72,2.96,3.67,0.91,3.01,0.01,4.5,2.97,5.38,4.75
2.16,2.16,2.64,2.65,2.94,3.64,0.93,2.97,0.0,4.4,2.97,5.47,4.8
2.11,2.15,2.66,2.6,2.89,3.54,0.95,2.94,0.0,4.4,3.04,5.51,4.78
2.11,2.16,2.64,2.63,2.96,3.67,0.91,2.99,0.0,4.38,2.99,5.55,4.69
2.13,2.15,2.66,2.66,2.94,3.63,0.94,2.97,0.01,4.45,3.05,5.63,4.78
2.17,2.21,2.69,2.66,3.01,3.64,0.95,3.01,0.0,4.43,3.08,5.81,4.66
2.11,2.22,2.66,2.66,2.94,3.59,0.94,3.04,0.0,4.45,3.04,5.66,4.69
2.11,2.21,2.69,2.69,2.94,3.67,0.94,3.03,0.0,4.5,3.08,5.78,4.75
2.11,2.2,2.7,2.67,2.95,3.66,0.95,2.95,0.01,4.24,2.99,5.85,4.89
2.06,2.13,2.63,2.63,2.89,3.55,0.94,3.15,1.84,4.61,3.42,5.18,4.84
2.03,2.11,2.66,2.63,2.94,3.59,0.94,3.19,1.84,4.61,3.45,5.18,4.84
